EEG file,Fp1-AVE,Fp2-AVE,F3-AVE,F4-AVE,C3-AVE,C4-AVE,P3-AVE,P4-AVE,O1-AVE,O2-AVE,F7-AVE,F8-AVE,T3-AVE,T4-AVE,T5-AVE,T6-AVE,Fz-AVE,Cz-AVE,Pz-AVE
1 (Max),0.00028181533,0.00026274926,0.0001474851,0.00016287225,0.00013268381,0.00010958986,0.0010390094,0.00077981316,0.0016869324,0.00039305392,0.00019678325,0.00013157388,0.00014001079,0.00013775186,0.0001085275,0.00036902312,0.00013180576,0.00015402907,0.00023956066
1 (Min),-0.0002504632,-0.00027002025,-0.00024022596,-0.00020784419,-0.00023601134,-0.000253847,-0.00075895496,-0.0004164269,-0.0011266,-0.00029297319,-0.00016592121,-0.00025658554,-0.00023315445,-0.00025563998,-0.00030448425,-0.0001885297,-0.0002258554,-0.00024119044,-0.00012477564
1 (Q-90%),-1.6564292e-05,-1.7156093e-05,-8.728677e-06,-9.65662e-06,-8.076847e-06,-8.117002e-06,-1.4044488e-05,-1.1757654e-05,-1.47443325e-05,-1.3252305e-05,-1.3055251e-05,-1.0803371e-05,-9.266851e-06,-8.880885e-06,-9.786191e-06,-1.0212687e-05,-8.878605e-06,-9.879638e-06,-1.0324706e-05
1 (Q2),-1.6546323e-07,-1.5347047e-07,-3.336649e-08,-9.790392e-08,8.765252e-08,1.0677462e-07,1.9172003e-07,1.8989964e-07,-1.8440477e-07,-1.1035958e-07,1.6892544e-08,-6.075062e-08,1.3836782e-07,1.3681591e-07,1.8975555e-07,1.7370459e-07,-5.2979047e-08,4.013713e-08,2.1534765e-07
1 (Q-10%),1.5132165e-05,1.5989259e-05,8.922654e-06,9.985719e-06,8.220721e-06,8.245823e-06,1.3601353e-05,1.1081089e-05,1.4605204e-05,1.3280308e-05,1.3198158e-05,1.1031373e-05,9.478357e-06,9.051297e-06,9.971886e-06,1.016519e-05,9.117377e-06,9.994141e-06,1.0325945e-05
1 (Mean),1.7663372e-09,-3.8159909e-10,1.5642163e-09,9.0818096e-11,1.4005286e-09,-1.4637173e-09,-1.6118773e-10,-3.2570753e-09,6.7402944e-11,-1.2198454e-09,2.5772668e-09,-3.118127e-10,1.7167864e-09,-8.7459473e-10,1.7997067e-09,-7.7987017e-10,-9.537362e-10,-6.688269e-10,-9.10815e-10
1 (Std),2.5795782e-05,2.5628033e-05,8.681874e-06,9.745221e-06,8.143852e-06,8.333728e-06,2.5037585e-05,2.035973e-05,4.5463294e-05,1.5441181e-05,1.3044936e-05,1.0710365e-05,9.549556e-06,9.278849e-06,1.0121307e-05,1.3093985e-05,8.679991e-06,9.465343e-06,9.560773e-06
2 (Max),0.00023130864,0.0002252461,9.989907e-05,0.000104146944,0.00010482432,0.00011864905,0.00010322984,0.00013342958,0.0016543984,0.00029426694,0.000114953604,0.00011119989,0.00010740967,0.000110589324,0.0004847585,0.00011304136,9.5168485e-05,0.00011040049,0.00012706633
2 (Min),-0.00012814725,-0.00014187407,-0.00010903022,-0.00010782845,-8.418133e-05,-9.2246795e-05,-9.4486364e-05,-8.693778e-05,-0.0018403304,-0.00071546336,-0.00016472985,-0.0001330753,-0.00012539046,-0.00010482054,-0.0007295766,-8.302319e-05,-0.000110944886,-8.999872e-05,-9.679339e-05
2 (Q-90%),-2.0659278e-05,-2.1978743e-05,-1.4667416e-05,-1.5588903e-05,-1.2763212e-05,-1.2768811e-05,-1.4442204e-05,-1.5733855e-05,-5.8044476e-05,-2.1670705e-05,-2.0728932e-05,-2.0012183e-05,-1.6545613e-05,-1.6702263e-05,-1.715859e-05,-1.53124e-05,-1.3295056e-05,-1.4480229e-05,-1.5127217e-05
2 (Q2),-1.6665439e-07,-1.700445e-07,8.000392e-09,1.3237667e-08,3.434907e-08,-9.357413e-08,-4.8500052e-08,-2.2143453e-07,-6.9703094e-07,-4.9982134e-07,3.683051e-07,3.9041961e-07,3.4745506e-07,1.5156891e-07,-4.229149e-08,-1.5386951e-07,-1.3821494e-07,-1.3130293e-07,-3.4456127e-07
2 (Q-10%),1.9512674e-05,2.090925e-05,1.460031e-05,1.5677435e-05,1.2850498e-05,1.2871852e-05,1.4632995e-05,1.605057e-05,5.3795742e-05,2.2259206e-05,1.9695166e-05,1.9227908e-05,1.615988e-05,1.6087804e-05,1.7107093e-05,1.5410864e-05,1.3510705e-05,1.4680984e-05,1.6056081e-05
2 (Mean),4.9984266e-09,-1.7908174e-08,2.3740385e-09,-1.5346556e-08,2.2092884e-08,-1.4916907e-08,2.4778183e-08,1.0087128e-08,-2.3646483e-09,9.075892e-09,8.562143e-09,-3.781262e-08,1.05397975e-08,-3.4162024e-08,1.8297523e-08,-5.7670944e-09,-8.774211e-09,9.753858e-10,2.5270921e-08
2 (Std),1.9669698e-05,2.0242187e-05,1.3245386e-05,1.3869041e-05,1.1918128e-05,1.2086291e-05,1.3225571e-05,1.4196529e-05,0.00014260602,3.0808453e-05,1.7318347e-05,1.6958857e-05,1.4652367e-05,1.4588889e-05,3.273592e-05,1.377298e-05,1.224426e-05,1.2852864e-05,1.3971761e-05
3 (Max),0.00033599205,0.00031575238,0.00012648833,0.00010438605,7.7440985e-05,9.048914e-05,0.00011482585,8.771264e-05,0.0015956552,0.0010033054,0.00011809601,0.00010967799,8.5807216e-05,0.00011381079,0.0005615548,0.00013506813,9.230125e-05,8.129772e-05,8.361271e-05
3 (Min),-0.00028654755,-0.0002273267,-0.00015964275,-0.0001445994,-0.000115509094,-0.0001201037,-0.00013397663,-0.00014962722,-0.0017351027,-0.00045761137,-0.00011002427,-0.00010341882,-0.000102220874,-0.00011994438,-0.0004920216,-0.00017726001,-9.948557e-05,-0.00012007571,-0.00013735968
3 (Q-90%),-2.5626814e-05,-2.8123923e-05,-1.510537e-05,-1.6139806e-05,-1.2645557e-05,-1.2744692e-05,-1.5395799e-05,-1.7038472e-05,-3.1458603e-05,-1.8099508e-05,-2.1334039e-05,-2.0836187e-05,-1.8604518e-05,-1.7375454e-05,-1.8013845e-05,-1.6067364e-05,-1.4154538e-05,-1.4419031e-05,-1.685088e-05
3 (Q2),-6.3267663e-07,-6.2513243e-07,1.14228136e-07,5.977618e-08,2.8465426e-09,5.109902e-09,-6.646136e-09,-1.121019e-07,-2.3013745e-06,-1.0510819e-08,3.834999e-07,5.4457564e-07,4.1905133e-07,1.7044684e-07,3.651509e-07,8.845457e-09,-1.70292e-07,-1.8586098e-07,-1.4501771e-07
3 (Q-10%),2.5093012e-05,2.7323113e-05,1.5137411e-05,1.6377464e-05,1.280759e-05,1.2710869e-05,1.538845e-05,1.7205968e-05,3.7799902e-05,1.7077295e-05,2.0742144e-05,1.9738414e-05,1.7900102e-05,1.7320635e-05,1.7522416e-05,1.621644e-05,1.4550638e-05,1.4799479e-05,1.725763e-05
3 (Mean),1.613832e-08,3.6143753e-08,-2.1260782e-09,9.34403e-09,-8.548816e-09,7.926278e-09,-4.387478e-09,-1.1371458e-09,-6.0590257e-09,-1.6610484e-08,-1.6446997e-08,7.15334e-09,-1.4456942e-08,3.2066048e-09,-1.0705239e-08,-3.096045e-09,4.338099e-09,5.313618e-09,-5.989806e-09
3 (Std),3.0695897e-05,3.1518088e-05,1.3371826e-05,1.3828212e-05,1.1029087e-05,1.1081754e-05,1.3542797e-05,1.4609531e-05,9.057465e-05,3.791452e-05,1.703791e-05,1.673061e-05,1.5092184e-05,1.4973077e-05,2.6178097e-05,1.458496e-05,1.2423792e-05,1.2415493e-05,1.458989e-05
4 (Max),0.0003151462,0.00043323732,0.0006278733,7.164698e-05,6.96218e-05,0.00010441255,7.3890005e-05,0.00022305903,0.00012820047,0.00016459853,0.0001368438,0.00016533739,0.00016686386,0.00020452516,0.00010780784,0.0001952738,8.2552186e-05,5.1041345e-05,0.0001043723
4 (Min),-0.00029536756,-0.00038324497,-0.00032040093,-0.00016397305,-0.00011707474,-5.819506e-05,-7.55558e-05,-8.867184e-05,-0.00015233345,-0.000113878465,-0.00017605493,-0.00018135087,-0.00035819775,-0.000290332,-9.8324424e-05,-0.00010727572,-0.00016355565,-7.4903175e-05,-6.6716435e-05
4 (Q-90%),-1.7603388e-05,-1.9828665e-05,-9.827184e-06,-1.078356e-05,-8.814897e-06,-1.2299575e-05,-1.0712453e-05,-1.9745954e-05,-1.7182818e-05,-1.8119032e-05,-1.1433267e-05,-1.2625159e-05,-1.1452293e-05,-1.2111664e-05,-1.3145448e-05,-1.8434404e-05,-9.809715e-06,-9.445489e-06,-1.0929747e-05
4 (Q2),2.6899215e-07,1.7751285e-07,4.4284775e-08,8.9360725e-08,1.7071892e-07,-3.2672137e-08,2.8910068e-07,-1.9165613e-07,4.820555e-07,3.5885648e-07,1.7724938e-07,9.5920996e-08,2.8523502e-07,4.045451e-08,3.5766612e-07,1.3607638e-07,5.6344177e-08,1.270337e-07,2.5415795e-07
4 (Q-10%),1.5849677e-05,1.6930351e-05,9.785906e-06,1.0970261e-05,8.835921e-06,1.2290872e-05,1.0559856e-05,1.9621588e-05,1.6606726e-05,1.7681461e-05,1.1423994e-05,1.2514988e-05,1.1553453e-05,1.2274912e-05,1.2910755e-05,1.8056106e-05,9.996408e-06,9.455516e-06,1.0694466e-05
4 (Mean),1.8931297e-09,1.0919136e-09,3.9896322e-10,-2.5162266e-09,-1.1393537e-09,-4.1968926e-09,3.1317222e-09,-2.7258655e-09,-3.8525455e-12,-2.7358933e-09,2.884187e-09,3.0584302e-10,3.5640908e-09,-1.3198628e-09,4.885763e-10,-2.3625588e-09,6.877887e-10,2.1032576e-09,4.510782e-10
4 (Std),2.6036585e-05,3.2014264e-05,1.29750315e-05,9.986653e-06,7.921e-06,1.0285938e-05,9.519621e-06,1.6667616e-05,1.4813046e-05,1.5181094e-05,1.1222587e-05,1.2623697e-05,1.15878265e-05,1.0985664e-05,1.1941394e-05,1.5717924e-05,8.885486e-06,8.073682e-06,9.606707e-06
5 (Max),8.155301e-05,9.9359255e-05,8.784544e-05,6.0524053e-05,5.47971e-05,4.372443e-05,0.000108245775,4.1977975e-05,0.0002209061,0.0002481346,0.00013148361,0.00010833327,8.261053e-05,8.279759e-05,9.1075315e-05,7.97507e-05,5.834777e-05,4.796813e-05,5.2510877e-05
5 (Min),-9.7573335e-05,-9.192088e-05,-7.88165e-05,-8.554643e-05,-4.8657417e-05,-4.2801687e-05,-7.35191e-05,-4.7973746e-05,-0.00020735081,-0.0003256333,-0.00012500977,-0.00012461026,-0.00011664975,-7.673763e-05,-0.00010034322,-6.334997e-05,-5.287382e-05,-4.6855675e-05,-4.203991e-05
5 (Q-90%),-1.902336e-05,-2.2182201e-05,-1.5331376e-05,-1.599344e-05,-1.3484564e-05,-1.1244594e-05,-1.3760229e-05,-1.2430728e-05,-2.0978356e-05,-2.0749512e-05,-1.8723395e-05,-2.1870024e-05,-2.2839493e-05,-2.1759746e-05,-2.1240638e-05,-1.8875497e-05,-1.5860267e-05,-1.2860675e-05,-1.1999376e-05
5 (Q2),-1.5715909e-07,6.7218593e-07,-1.7556663e-07,3.8191118e-07,-3.499896e-07,1.4433812e-07,-5.1676585e-07,-2.3827452e-08,-1.9758355e-07,6.395243e-08,-1.9680186e-07,6.9017347e-07,-9.109151e-08,5.4850597e-07,-7.400249e-08,-2.0928528e-07,1.3246266e-07,-1.9683237e-07,-1.5262606e-07
5 (Q-10%),1.9274916e-05,2.0922083e-05,1.5570913e-05,1.547254e-05,1.3916637e-05,1.0985774e-05,1.441229e-05,1.2497642e-05,2.1164597e-05,2.141493e-05,1.9081017e-05,2.0542726e-05,2.28655e-05,2.086756e-05,2.1258162e-05,1.9242092e-05,1.5597414e-05,1.3165405e-05,1.216308e-05
5 (Mean),-2.103329e-09,-9.023428e-10,-3.488972e-10,-2.9933242e-10,1.463127e-09,-1.0234011e-09,2.6691377e-10,-3.941046e-09,7.6983714e-10,1.7459747e-09,2.374185e-09,6.8133793e-10,4.5129505e-09,-2.3754756e-09,1.6134538e-09,-3.112161e-09,-1.6765904e-10,1.5584406e-09,-7.1258927e-10
5 (Std),1.50166325e-05,1.7409948e-05,1.22723795e-05,1.2570758e-05,1.0910041e-05,8.761383e-06,1.188956e-05,9.832924e-06,2.113092e-05,2.2041251e-05,1.5369618e-05,1.7191454e-05,1.7714623e-05,1.6664148e-05,1.6869692e-05,1.4930473e-05,1.2403688e-05,1.0269255e-05,9.589409e-06
6 (Max),0.00027285854,0.0002899254,9.0197515e-05,0.00012376586,5.8804275e-05,0.00014377742,0.00020309656,0.00019948371,0.0001183101,0.00044854943,0.0002461955,0.00020634984,9.904813e-05,0.00012889008,0.00010124668,0.000116721385,0.00011347743,7.64456e-05,0.00011995508
6 (Min),-0.00024302912,-0.0002506248,-9.977477e-05,-0.00011327508,-5.1284354e-05,-0.0001143418,-0.00012472131,-0.0001185946,-0.00011228216,-0.0002983622,-0.0002745402,-0.00022825981,-0.000120450066,-0.0001543372,-0.00012535074,-9.819475e-05,-0.000115697614,-8.2946586e-05,-0.000118985765
6 (Q-90%),-1.3258964e-05,-1.3298003e-05,-8.711941e-06,-9.567422e-06,-7.708461e-06,-7.438634e-06,-8.4140665e-06,-7.872336e-06,-1.1297883e-05,-1.0373428e-05,-1.089044e-05,-9.9521285e-06,-9.861753e-06,-9.229396e-06,-9.862121e-06,-9.1643e-06,-1.0193884e-05,-8.163312e-06,-7.983485e-06
6 (Q2),1.6813155e-07,1.555207e-07,8.5628486e-08,9.343667e-08,7.065603e-08,-1.4476207e-09,1.7405892e-08,8.729347e-09,-1.4998562e-07,-1.15997835e-07,3.4695546e-08,1.9782636e-08,7.9048846e-08,5.2077066e-08,-2.5198117e-08,1.8262515e-08,1.8952383e-07,-5.7933955e-09,7.750425e-09
6 (Q-10%),1.300307e-05,1.2941235e-05,8.840542e-06,9.538267e-06,7.66899e-06,7.3760957e-06,8.396963e-06,7.845414e-06,1.1528009e-05,1.0346633e-05,1.0960403e-05,1.0035316e-05,9.82797e-06,9.248614e-06,9.99155e-06,9.090162e-06,1.03188995e-05,8.175827e-06,7.965755e-06
6 (Mean),-2.7111904e-08,-1.5936306e-08,-4.962613e-09,6.277811e-10,-1.7347672e-09,3.109227e-09,1.1462213e-09,3.8267323e-09,7.105531e-09,8.024431e-09,-6.9986363e-09,8.687654e-09,1.0282547e-09,9.846972e-09,4.9851283e-09,6.9029404e-09,-3.3221281e-09,2.5823728e-09,2.1931164e-09
6 (Std),1.9053767e-05,1.9778887e-05,7.769343e-06,8.502538e-06,6.557193e-06,7.3850842e-06,7.874541e-06,7.947675e-06,1.0069168e-05,1.2770748e-05,1.0453941e-05,1.03000775e-05,8.9486975e-06,8.6688515e-06,8.9540345e-06,8.394001e-06,9.098332e-06,7.047167e-06,7.31979e-06
7 (Max),0.00045011725,0.00042378693,0.00049098895,0.00016749598,0.000108866276,0.00012534697,5.4785585e-05,0.00021875909,0.0007767761,0.00019837871,0.00016875121,0.00014940783,0.0001479448,0.0001442051,0.00033328988,0.0002478047,0.0006480179,5.268985e-05,5.2287174e-05
7 (Min),-0.0004221647,-0.000363744,-0.00030196088,-0.00012823276,-8.623629e-05,-0.00042633043,-8.901564e-05,-0.00020095681,-0.0005298888,-0.00023089025,-0.00019232677,-0.00018898415,-0.00016353033,-0.00016039264,-0.00032881374,-0.00016312744,-0.00036303943,-7.750175e-05,-8.740403e-05
7 (Q-90%),-1.01780015e-05,-1.088795e-05,-6.450883e-06,-6.6442904e-06,-1.3266629e-05,-7.1553704e-06,-8.644639e-06,-8.922192e-06,-9.614167e-06,-8.028715e-06,-7.935476e-06,-7.750473e-06,-7.860095e-06,-7.686399e-06,-9.764562e-06,-8.864874e-06,-8.507894e-06,-6.657636e-06,-7.3907013e-06
7 (Q2),-2.5290126e-07,-2.837107e-07,-9.2695856e-08,-9.678965e-08,7.707391e-08,1.08554914e-07,1.8016812e-07,1.9514513e-07,3.3462996e-08,3.9820442e-08,9.777762e-08,5.310583e-08,2.5443222e-07,1.735931e-07,2.0585263e-07,1.5414037e-07,-9.9610745e-08,4.2967983e-08,1.3354006e-07
7 (Q-10%),9.47217e-06,1.0192066e-05,6.3324355e-06,6.6285274e-06,1.3364608e-05,7.3258825e-06,8.869866e-06,9.006358e-06,9.580532e-06,8.2185425e-06,7.846984e-06,7.807018e-06,8.029788e-06,7.902746e-06,9.845147e-06,8.997804e-06,8.470101e-06,6.790546e-06,7.606908e-06
7 (Mean),1.5374976e-09,7.3946693e-10,5.871932e-10,-1.3795075e-11,6.303658e-10,-7.29408e-10,2.9852334e-10,-2.039221e-09,-5.9320493e-10,-1.0683288e-09,1.9086344e-09,1.1841637e-09,1.0482213e-09,-2.1481812e-10,3.3072503e-10,-1.2914433e-09,-5.470406e-10,-6.5345424e-10,-1.1140954e-09
7 (Std),2.437234e-05,2.459718e-05,9.886284e-06,7.3008127e-06,1.0580705e-05,6.9729945e-06,8.126244e-06,9.568883e-06,1.6908934e-05,9.753602e-06,7.732552e-06,7.464654e-06,8.737564e-06,8.094836e-06,1.15898e-05,9.730574e-06,1.3067123e-05,6.096783e-06,7.289058e-06
8 (Max),0.0004052574,0.0004906666,0.0001760405,0.000112066504,0.00018888891,7.494896e-05,0.00019296611,7.8162986e-05,0.0002586337,0.00012409197,0.00017241758,0.00013404831,0.000102695965,9.4681236e-05,9.766999e-05,0.000103224,8.4426916e-05,0.00010964123,0.0001098739
8 (Min),-0.00026711874,-0.00028512898,-0.00013984829,-8.603064e-05,-0.00017906513,-6.519784e-05,-0.0001144696,-0.00010938261,-0.00017950636,-0.00015795235,-0.00017820907,-0.00013939608,-0.00021497037,-0.00012368911,-0.00014202546,-0.00014461814,-8.4553096e-05,-0.00010323667,-0.00012416595
8 (Q-90%),-2.3392491e-05,-2.284872e-05,-1.309206e-05,-1.6502767e-05,-3.6981848e-05,-1.0357574e-05,-1.2996272e-05,-1.9470117e-05,-2.8184157e-05,-2.3671913e-05,-1.9318335e-05,-1.5302918e-05,-1.8917552e-05,-2.4954661e-05,-1.4669313e-05,-2.4460589e-05,-1.0348352e-05,-5.3230367e-05,-1.2346402e-05
8 (Q2),-2.0634035e-07,-3.567364e-07,1.5186262e-07,-2.8077746e-08,-4.746128e-08,-3.0984506e-08,2.758619e-08,4.4211163e-08,1.07349464e-07,2.0027144e-07,4.4186145e-08,-1.47790855e-08,2.200205e-07,5.433092e-08,2.314376e-07,2.2410347e-07,-1.0602755e-09,1.7540884e-08,-2.1857238e-07
8 (Q-10%),2.1611992e-05,2.055013e-05,1.3241726e-05,1.6483104e-05,3.6965408e-05,1.0389485e-05,1.3066216e-05,1.95428e-05,2.8249062e-05,2.378565e-05,1.9206731e-05,1.52473785e-05,1.8933402e-05,2.51113e-05,1.4845468e-05,2.444047e-05,1.060943e-05,5.324117e-05,1.29578875e-05
8 (Mean),5.1302522e-09,7.4413666e-09,-2.6435916e-09,5.7283343e-09,-4.3977724e-09,4.2852553e-09,-4.1626085e-09,6.0239e-09,-8.906272e-09,2.2476658e-09,-4.379289e-09,3.1933114e-09,-8.278027e-09,4.1106714e-09,-9.103449e-09,-3.0881542e-09,4.66893e-09,-1.0687706e-09,3.1982386e-09
8 (Std),3.0268635e-05,3.2391396e-05,1.2559284e-05,1.3893421e-05,2.8147146e-05,8.678976e-06,1.1579105e-05,1.5557347e-05,2.3079707e-05,1.9365449e-05,1.943715e-05,1.5373622e-05,1.6044112e-05,1.9963853e-05,1.3714979e-05,1.9554232e-05,9.373815e-06,4.0293417e-05,1.1144257e-05
9 (Max),0.0005286591,0.000513233,0.00048732694,0.0059896647,0.00047737913,0.00053237093,0.00067967316,0.00048971904,0.0005132652,0.0061447257,0.0004996668,0.00050546817,0.00049811264,0.000513676,0.0005161767,0.00050105754,0.000491973,0.00049162336,0.00058768323
9 (Min),-0.0005230176,-0.00051316444,-0.0004891497,-0.0040707616,-0.00044087143,-0.00042298262,-0.0004347715,-0.00038994843,-0.00033801497,-0.008910319,-0.00052115985,-0.0004748197,-0.0005016459,-0.00046285216,-0.00036538232,-0.00048081457,-0.0004880761,-0.00043175954,-0.0003446376
9 (Q-90%),-2.45264e-05,-2.5501744e-05,-1.4489615e-05,-2.0011465e-05,-1.2670206e-05,-1.2608131e-05,-1.4543327e-05,-1.1897744e-05,-1.6514039e-05,-2.4201394e-05,-2.0672976e-05,-2.097732e-05,-1.8867755e-05,-1.6823147e-05,-1.6025406e-05,-1.4837255e-05,-1.4188938e-05,-1.3091498e-05,-1.4812003e-05
9 (Q2),-2.1379968e-07,-4.2319547e-07,2.8433655e-07,2.3369132e-07,2.8353412e-07,2.437703e-08,4.0194544e-07,1.5665552e-07,3.1376265e-07,3.0648152e-07,1.6681872e-07,4.2703853e-08,4.2593595e-07,7.9208235e-08,2.1846628e-07,2.1260865e-07,1.0515657e-07,1.7322425e-07,3.7407335e-07
9 (Q-10%),2.290678e-05,2.356845e-05,1.459296e-05,1.9712495e-05,1.2456495e-05,1.2591745e-05,1.4229432e-05,1.1778265e-05,1.6296677e-05,2.355114e-05,2.0500656e-05,2.0853166e-05,1.846089e-05,1.6795848e-05,1.58971e-05,1.4559896e-05,1.43832385e-05,1.3099225e-05,1.4402234e-05
9 (Mean),4.03836e-10,-5.4168714e-10,-1.285602e-09,-7.137545e-10,1.6821579e-09,-1.4154721e-09,1.913513e-09,-1.0013765e-09,2.879336e-10,-3.5959613e-10,1.2697622e-09,1.5718609e-09,-1.799537e-09,9.376692e-10,2.1974709e-09,-6.0073324e-10,-2.011404e-09,-9.129961e-10,3.779675e-10
9 (Std),3.174351e-05,3.382409e-05,1.7444327e-05,0.00011104556,1.6308517e-05,1.9446376e-05,1.8428018e-05,1.6350552e-05,1.898427e-05,0.00019002192,2.097165e-05,2.1025931e-05,1.9895959e-05,1.9148201e-05,1.8367313e-05,1.86845e-05,1.7757298e-05,1.6895798e-05,1.7560526e-05
10 (Max),0.0005061118,0.0005624776,0.00016244962,0.00015698401,0.0001266272,0.00022739735,0.00024205311,0.00035507462,0.00015628664,0.0002881148,0.00029034226,0.00020302928,0.00014692673,0.0003247571,0.00031917813,0.00042091345,9.940014e-05,0.00014798809,0.00017071959
10 (Min),-0.00027513306,-0.00031736403,-0.00032817048,-0.00012377094,-0.00011169559,-0.00016101229,-0.00044860505,-0.0002682389,-0.00019058939,-0.00029723797,-0.00024235166,-0.0002236043,-0.00022169463,-0.00043552683,-0.00028251077,-0.0004490574,-0.0001406817,-0.00025185818,-0.00019229056
10 (Q-90%),-3.851967e-05,-4.1061703e-05,-2.1780266e-05,-2.3623288e-05,-1.6798447e-05,-1.994481e-05,-1.9614568e-05,-2.1028927e-05,-3.3138735e-05,-3.099222e-05,-2.5605896e-05,-2.6498055e-05,-1.9554485e-05,-2.417953e-05,-2.3506973e-05,-2.5357253e-05,-2.3885092e-05,-2.48277e-05,-2.2153647e-05
10 (Q2),6.068725e-07,6.853254e-07,6.098452e-07,6.7470677e-07,1.820778e-07,1.9398979e-07,3.9808825e-08,1.00876875e-07,-1.4722113e-07,-2.2280082e-07,9.447298e-08,4.2084037e-07,1.8586061e-07,4.5929744e-07,-2.1568697e-07,-2.3394406e-08,8.9476765e-07,3.0679064e-07,1.7277029e-07
10 (Q-10%),3.3846663e-05,3.5969544e-05,2.1272654e-05,2.3078672e-05,1.657515e-05,1.9642197e-05,1.946983e-05,2.079544e-05,3.3011038e-05,3.1269148e-05,2.4876186e-05,2.5478637e-05,1.9376312e-05,2.3634037e-05,2.3859397e-05,2.5426225e-05,2.3934632e-05,2.4686096e-05,2.1768707e-05
10 (Mean),2.9403087e-09,3.789063e-09,2.0909647e-09,1.1921414e-09,9.2146256e-11,-4.7018953e-09,1.6453767e-09,-2.2072848e-09,1.9087729e-10,-2.006641e-09,-5.090386e-10,3.4569407e-09,-3.162283e-10,2.409211e-09,-2.3948798e-09,-4.2299693e-09,8.0005974e-10,-6.32726e-10,-1.6084072e-09
10 (Std),3.5815276e-05,3.759711e-05,1.8205308e-05,1.9664769e-05,1.3789181e-05,1.6136284e-05,1.7332419e-05,1.829213e-05,2.6922255e-05,2.6187698e-05,2.5045812e-05,2.3145289e-05,1.6405678e-05,1.97701e-05,2.0328489e-05,2.1862272e-05,2.0856045e-05,2.0373287e-05,1.8779047e-05
11 (Max),0.00027720444,0.00029828804,0.00015283683,0.00017076377,0.00016132907,0.00019452532,0.00027636424,8.854695e-05,0.00028021942,0.00010899657,0.00014831037,0.00014703412,0.00012361602,0.00014738888,0.00038439195,9.479343e-05,0.000107429376,9.008205e-05,0.00016717645
11 (Min),-0.00026119623,-0.0002530265,-0.00017592224,-0.00011834584,-0.00015397082,-0.00015207633,-0.00066782656,-9.0633606e-05,-0.00024485466,-0.0001095449,-0.00017084349,-0.0002229478,-0.00016975572,-0.00015352781,-0.00036395565,-0.00014019836,-0.000117371324,-6.935924e-05,-9.853425e-05
11 (Q-90%),-3.8036225e-05,-3.767807e-05,-1.9072035e-05,-1.7586523e-05,-1.3625834e-05,-1.36092285e-05,-1.5746758e-05,-1.60304e-05,-2.0722962e-05,-1.8409466e-05,-2.598939e-05,-2.0909665e-05,-1.783673e-05,-1.7656535e-05,-2.363378e-05,-1.7819777e-05,-1.5953665e-05,-1.3893687e-05,-1.6350836e-05
11 (Q2),5.0311677e-08,-5.706302e-07,3.8288135e-07,2.324758e-07,-4.7843155e-08,-2.7166914e-07,-1.574017e-07,-2.0104136e-07,-2.2757758e-08,7.037127e-08,9.224665e-07,6.3874967e-07,6.430083e-07,3.7927407e-07,-1.6061566e-07,2.5579388e-07,1.7292601e-07,-5.1008396e-07,-3.7711152e-07
11 (Q-10%),3.457528e-05,3.474965e-05,1.930918e-05,1.8264725e-05,1.3291363e-05,1.3714529e-05,1.5233396e-05,1.5905733e-05,2.0160594e-05,1.869121e-05,2.4376652e-05,2.0655134e-05,1.709559e-05,1.72158e-05,2.4613131e-05,1.7608394e-05,1.713685e-05,1.3694803e-05,1.5500807e-05
11 (Mean),-1.4581966e-08,-2.491136e-08,-6.1731456e-09,-1.33719755e-08,4.6982462e-09,2.1423783e-09,5.5968252e-09,5.784357e-09,2.3131006e-08,5.1289026e-09,1.7259019e-09,-9.66369e-09,4.531309e-09,2.8953604e-09,4.6927098e-09,4.123901e-09,-6.3229355e-09,5.1073563e-09,5.4667955e-09
11 (Std),3.442721e-05,3.5326713e-05,1.9199848e-05,1.6966165e-05,1.2855027e-05,1.2620783e-05,2.0871077e-05,1.4697038e-05,2.1699634e-05,1.7045253e-05,2.3092889e-05,1.8814275e-05,1.6080949e-05,1.5653237e-05,3.142953e-05,1.6362716e-05,1.644277e-05,1.27822e-05,1.5474729e-05
12 (Max),0.0002671266,0.00027593682,0.00014009644,0.00018733212,0.00014278034,0.00016919053,0.000114504284,8.422563e-05,0.00026325943,7.859407e-05,0.00017807994,0.00013255325,0.00012354816,0.00011246699,0.00016961762,7.891443e-05,0.00010457976,6.967589e-05,8.39565e-05
12 (Min),-0.00022045762,-0.00018971342,-0.00012907771,-0.00011620732,-0.00011714426,-0.00013212659,-0.00012648515,-7.586873e-05,-0.00013336659,-9.187813e-05,-0.0001792953,-0.00022421958,-0.00016341305,-0.0001356385,-0.0002370124,-0.00011370402,-9.258197e-05,-6.75572e-05,-6.378312e-05
12 (Q-90%),-4.4056844e-05,-4.1920495e-05,-1.883935e-05,-1.7048727e-05,-1.3166411e-05,-1.2778881e-05,-1.5292355e-05,-1.6493836e-05,-2.3883704e-05,-1.9149067e-05,-2.483326e-05,-1.9180077e-05,-1.8517243e-05,-1.8535935e-05,-2.8223645e-05,-1.9880685e-05,-1.5367887e-05,-1.21812645e-05,-1.5271393e-05
